host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
4.0,3,13,37.727005746868635,-122.44152856429115,1,1,2.0,1.0,1.0,1.0,0,2.0,104.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,97.0
3.0,9,8,37.775264811453816,-122.48875312647272,1,1,2.0,1.0,1.0,1.0,0,1.0,49.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
2.0,7,6,37.76207607674157,-122.43230176265722,0,1,5.0,1.0,1.0,2.0,0,2.0,33.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
1.0,0,0,37.775889744238256,-122.43274486005598,1,0,5.0,1.0,2.0,2.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
2.0,7,6,37.76182064412677,-122.43779429730884,6,1,2.0,1.0,1.0,1.0,0,2.0,24.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,118.0
1.0,12,11,37.78963357052771,-122.41350826745158,0,0,4.0,1.0,2.0,2.0,0,2.0,46.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0
1.0,16,3,37.79025437935231,-122.4443867603048,1,1,2.0,1.0,1.0,1.0,0,2.0,74.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,275.0
1.0,1,1,37.746086353940335,-122.41130759409724,0,0,2.0,1.0,0.0,1.0,0,30.0,58.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,115.0
7.0,6,5,37.78754830967122,-122.4096229410295,0,1,2.0,1.0,1.0,1.0,0,1.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,209.0
1.0,8,6,37.75105042726712,-122.44186997471172,0,0,2.0,1.0,1.0,1.0,0,3.0,23.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0
1.0,16,11,37.79360311921742,-122.4267302313537,0,0,4.0,1.0,1.0,2.0,0,5.0,9.0,93.0,10.0,10.0,9.0,9.0,10.0,9.0,199.0
1.0,10,9,37.798553281010925,-122.40752990726936,0,0,5.0,2.0,2.0,0.0,0,30.0,35.0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,235.0
3.0,19,22,37.72950630645353,-122.4238307678385,0,1,2.0,1.0,1.0,1.0,0,1.0,43.0,87.0,9.0,8.0,10.0,10.0,9.0,9.0,75.0
1.0,16,18,37.796829321662294,-122.42575610058478,13,0,4.0,1.0,1.0,2.0,0,4.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
2.0,18,10,37.774856568989016,-122.46234613245535,0,0,2.0,1.0,1.0,1.0,0,1.0,184.0,93.0,9.0,10.0,10.0,9.0,10.0,9.0,89.0
4.0,12,9,37.79439219610255,-122.41104660188836,0,1,2.0,1.0,1.0,1.0,0,1.0,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,150.0
5.0,19,22,37.725640368902226,-122.41981580214028,1,0,6.0,2.0,3.0,3.0,0,1.0,21.0,85.0,9.0,7.0,9.0,9.0,9.0,9.0,206.0
2.0,15,1,37.7745910765035,-122.41868436866292,1,1,2.0,2.0,1.0,1.0,0,4.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
2.0,27,21,37.734862128435225,-122.49566312294128,1,1,3.0,1.0,1.0,1.0,0,1.0,181.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0
23.0,6,5,37.78744937259745,-122.40925519193856,0,0,2.0,1.0,0.0,1.0,0,1.0,70.0,89.0,9.0,9.0,10.0,9.0,10.0,9.0,110.0
2.0,0,0,37.77323899419912,-122.43300643053549,1,0,4.0,2.0,2.0,2.0,0,2.0,26.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,290.0
3.0,15,4,37.77348133173275,-122.40025790881651,12,1,4.0,1.0,1.0,2.0,0,1.0,34.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,189.0
1.0,0,3,37.78554704887757,-122.44588242677702,0,1,2.0,1.0,1.0,1.0,0,2.0,91.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
1.0,3,2,37.73367628662128,-122.44614220593115,1,0,2.0,1.0,1.0,1.0,0,2.0,117.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
1.0,4,1,37.751954650005814,-122.42366604699406,0,0,3.0,1.0,0.0,2.0,0,3.0,63.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
2.0,4,1,37.760668525859415,-122.4212199481682,6,1,2.0,1.0,1.0,1.0,0,2.0,41.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
3.0,27,21,37.745630307258146,-122.47155610970007,0,1,2.0,1.0,1.0,1.0,0,2.0,64.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0
1.0,26,18,37.798954275772594,-122.44363377715321,0,0,4.0,1.5,2.0,3.0,0,2.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,345.0
2.0,0,0,37.77153381386186,-122.43099078130102,0,1,2.0,1.0,1.0,1.0,0,1.0,51.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,237.0
1.0,27,21,37.73934548487652,-122.49681114691677,0,0,4.0,1.0,2.0,2.0,0,2.0,66.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
1.0,25,17,37.76426441900742,-122.46393090963262,20,1,2.0,1.0,1.0,1.0,0,2.0,102.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
1.0,12,16,37.79284716178772,-122.41051756292309,6,0,5.0,1.5,3.0,3.0,0,3.0,83.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,355.0
2.0,29,17,37.7606861442817,-122.50282885628077,1,1,4.0,1.0,0.0,2.0,0,1.0,169.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
1.0,10,14,37.80436751664644,-122.40589080038748,6,0,2.0,1.0,0.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
3.0,15,4,37.77682030007257,-122.39726638843894,12,0,8.0,2.0,2.0,4.0,0,1.0,34.0,91.0,9.0,9.0,9.0,8.0,9.0,9.0,399.0
2.0,18,10,37.77489146110306,-122.46816913270716,0,0,2.0,1.0,0.0,1.0,0,30.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
1.0,25,17,37.75890329850647,-122.46597785627858,0,0,4.0,2.0,2.0,2.0,0,2.0,72.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
1.0,15,4,37.778925945015466,-122.40390894067646,6,0,6.0,2.0,2.0,3.0,0,30.0,47.0,88.0,9.0,10.0,9.0,9.0,8.0,9.0,239.0
1.0,0,3,37.77887824856481,-122.44015466218237,0,0,6.0,1.0,3.0,3.0,0,2.0,39.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,500.0
1.0,2,0,37.769943740877906,-122.45037797174669,0,0,5.0,1.0,2.0,2.0,0,6.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,290.0
1.0,1,1,37.74679437172539,-122.40495235262587,1,0,8.0,3.0,4.0,0.0,0,2.0,22.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0
1.0,18,10,37.7805874599149,-122.44827326510452,1,0,4.0,2.0,3.0,3.0,0,2.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
2.0,9,8,37.77558981040718,-122.49581844027668,1,0,8.0,2.5,3.0,4.0,0,5.0,4.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,350.0
1.0,1,1,37.73576924788617,-122.41671782033647,1,1,2.0,1.0,1.0,1.0,0,2.0,145.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1.0,18,10,37.7792639112124,-122.44906727473328,1,0,4.0,1.5,2.0,2.0,0,2.0,7.0,97.0,9.0,9.0,10.0,10.0,10.0,10.0,300.0
21.0,21,14,37.79347659214144,-122.40335009378808,8,2,5.0,0.0,1.0,1.0,0,1.0,60.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,38.0
21.0,21,14,37.79324558922522,-122.4032619395154,8,2,1.0,0.0,1.0,1.0,0,1.0,37.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,38.0
21.0,21,14,37.79454133926768,-122.40314922091689,8,2,2.0,0.0,1.0,2.0,0,1.0,38.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,38.0
21.0,21,14,37.794713860604226,-122.40328644868737,8,2,3.0,0.0,1.0,1.0,0,1.0,38.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,38.0
21.0,21,14,37.79304396529406,-122.40323838143658,8,2,4.0,0.0,1.0,1.0,0,1.0,65.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,38.0
2.0,23,15,37.731192420058925,-122.38944589889431,0,1,2.0,1.0,1.0,1.0,0,2.0,17.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,70.0
1.0,29,21,37.748853535648216,-122.48751602058492,1,0,6.0,1.0,3.0,4.0,0,2.0,38.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
2.0,9,8,37.774426878834724,-122.4803959488756,0,0,6.0,1.0,2.0,4.0,0,2.0,49.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
1.0,2,0,37.77096664878946,-122.44161991320831,0,0,6.0,1.0,1.0,3.0,0,30.0,26.0,91.0,10.0,9.0,9.0,9.0,10.0,9.0,118.0
3.0,0,3,37.78057089372192,-122.44153720429821,0,1,3.0,1.0,1.0,1.0,0,1.0,26.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
1.0,1,1,37.739187163431595,-122.4179713844508,0,0,2.0,1.0,1.0,2.0,0,30.0,10.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1.0,29,17,37.753708254474,-122.48778060052268,1,1,3.0,1.0,1.0,1.0,0,2.0,102.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0
1.0,4,1,37.76222242027617,-122.40783753739443,0,0,4.0,1.0,2.0,2.0,0,30.0,22.0,86.0,9.0,10.0,10.0,10.0,9.0,9.0,189.0
2.0,4,1,37.74971413688419,-122.41622782246084,1,1,2.0,2.5,1.0,5.0,0,2.0,47.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
3.0,22,2,37.73021685064625,-122.45565257312045,1,0,6.0,3.0,3.0,3.0,0,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
2.0,4,1,37.75010638347406,-122.41680115949859,1,1,2.0,1.5,1.0,1.0,0,2.0,24.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,160.0
3.0,22,2,37.73075346524521,-122.45601659173269,1,0,2.0,1.0,1.0,1.0,0,5.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0
36.0,6,5,37.77800300110771,-122.42164291531631,0,0,2.0,1.0,0.0,1.0,0,1.0,68.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
4.0,16,3,37.794184526720535,-122.43164545388396,0,0,4.0,1.0,1.0,3.0,0,3.0,39.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,291.0
1.0,10,9,37.805075879312454,-122.40775163036949,0,0,4.0,1.0,1.0,1.0,0,30.0,41.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0
1.0,0,5,37.77057158298704,-122.42708184947529,1,0,6.0,2.0,3.0,3.0,0,6.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,715.0
4.0,5,4,37.76239537849354,-122.40502076846771,2,1,2.0,1.0,1.0,1.0,0,3.0,130.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0
1.0,12,11,37.796336404369946,-122.41597505522849,0,0,4.0,1.0,1.0,2.0,0,30.0,91.0,81.0,9.0,8.0,9.0,10.0,9.0,8.0,73.0
1.0,3,13,37.72397794789903,-122.44106234588621,1,0,6.0,2.0,3.0,4.0,0,3.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
2.0,2,0,37.77120390713833,-122.44684903695276,1,1,1.0,0.5,1.0,1.0,0,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,7,6,37.759792880664186,-122.43040856745772,1,0,2.0,1.0,1.0,1.0,0,2.0,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
2.0,4,1,37.764562691464256,-122.424428700963,1,0,4.0,3.0,2.0,2.0,0,5.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
2.0,19,22,37.72289211971464,-122.41829074671715,1,1,1.0,1.0,1.0,1.0,0,3.0,4.0,93.0,10.0,9.0,9.0,10.0,9.0,9.0,99.0
1.0,7,6,37.76206115759412,-122.43576434355805,0,0,2.0,1.0,1.0,2.0,0,3.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,187.0
1.0,15,19,37.775168113505536,-122.393028881375,6,0,6.0,3.0,3.0,3.0,0,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0
1.0,2,0,37.7661720019665,-122.44565944343952,0,0,4.0,1.0,1.0,2.0,0,30.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
1.0,17,11,37.798088446628796,-122.41479391524557,2,0,7.0,3.0,3.0,3.0,0,2.0,34.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,549.0
1.0,8,1,37.75545038481085,-122.42681317039568,0,0,4.0,1.0,1.0,1.0,0,30.0,15.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0
2.0,12,16,37.796015770333774,-122.4100284482233,0,0,4.0,1.0,1.0,2.0,0,3.0,80.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,219.0
75.0,6,5,37.787520044451256,-122.40937404751229,6,0,4.0,1.0,0.0,2.0,0,1.0,9.0,96.0,9.0,9.0,10.0,10.0,10.0,8.0,239.0
75.0,6,5,37.78694261181622,-122.40964301925405,6,0,4.0,1.0,0.0,2.0,0,1.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0
1.0,7,6,37.76476357179392,-122.43187514924921,0,1,2.0,1.0,1.0,2.0,0,1.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4.0,5,4,37.76184918973997,-122.40543018754688,1,1,2.0,1.0,1.0,1.0,0,1.0,165.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,93.0
4.0,5,4,37.76209776188939,-122.40349916224262,2,1,2.0,2.0,0.0,1.0,0,1.0,166.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0
1.0,18,10,37.776958766028905,-122.45513509243213,6,0,3.0,1.0,1.0,2.0,0,30.0,51.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,21,23,37.7921947812221,-122.40232633449692,0,0,4.0,2.0,2.0,2.0,0,30.0,14.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,550.0
1.0,27,21,37.73592085085848,-122.5063313586852,1,0,2.0,1.0,1.0,1.0,0,3.0,54.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,1,1,37.73982214890089,-122.41774625462358,1,1,2.0,1.0,1.0,1.0,0,2.0,36.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,111.0
2.0,11,10,37.79036126065531,-122.450058442069,1,0,14.0,2.5,3.0,6.0,0,3.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,995.0
1.0,29,17,37.753898647772544,-122.50101211879827,0,0,2.0,1.0,0.0,1.0,0,2.0,90.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,18,8,37.779636219216904,-122.47700031167871,1,0,6.0,1.5,3.0,4.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,400.0
15.0,16,18,37.79709581406485,-122.4242763846273,4,0,2.0,1.0,0.0,1.0,0,1.0,9.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,121.0
9.0,8,6,37.751457022401425,-122.43738243574494,0,0,10.0,2.5,4.0,6.0,0,3.0,11.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,475.0
1.0,13,7,37.74142659047954,-122.42597535739895,6,0,8.0,3.0,4.0,6.0,0,3.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,750.0
1.0,29,17,37.761920040421025,-122.49740664639728,1,0,4.0,1.0,2.0,2.0,0,1.0,135.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
2.0,1,1,37.74234855918552,-122.41360513331291,5,0,2.0,1.0,1.0,1.0,0,2.0,97.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
3.0,17,11,37.80602015527501,-122.42084020950092,6,0,5.0,1.0,1.0,2.0,0,6.0,3.0,87.0,10.0,10.0,10.0,10.0,10.0,8.0,265.0
2.0,25,17,37.764339427178406,-122.46905297783864,1,1,2.0,1.0,1.0,1.0,0,1.0,36.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,70.0
2.0,31,25,37.71411168190608,-122.46308405579175,1,1,2.0,1.0,1.0,1.0,0,3.0,74.0,86.0,9.0,9.0,9.0,9.0,8.0,9.0,55.0
1.0,18,8,37.77642684364214,-122.47753045931545,6,0,6.0,1.5,3.0,4.0,0,5.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,356.0
15.0,26,18,37.797573343330065,-122.4256507896683,4,0,4.0,1.0,1.0,2.0,0,1.0,82.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,131.0
7.0,9,8,37.77315465191368,-122.51094046823687,6,0,4.0,2.0,2.0,2.0,0,31.0,1.0,100.0,10.0,10.0,8.0,8.0,10.0,10.0,158.0
15.0,16,18,37.796961380663966,-122.42452012189476,4,0,4.0,1.0,1.0,2.0,0,1.0,59.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,129.0
1.0,18,10,37.77673772695931,-122.4665722001494,0,0,4.0,1.5,2.0,3.0,0,2.0,13.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,245.0
36.0,6,5,37.787522704072906,-122.40958363155669,0,0,4.0,1.0,0.0,2.0,0,1.0,33.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
15.0,16,18,37.79718290328914,-122.42504064695831,4,0,4.0,1.0,1.0,2.0,0,1.0,15.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,129.0
2.0,31,25,37.713883917289294,-122.46325905074775,1,1,2.0,1.0,1.0,2.0,0,3.0,74.0,85.0,9.0,9.0,9.0,9.0,9.0,9.0,65.0
1.0,2,0,37.77421149828696,-122.44890657419208,6,0,6.0,2.0,3.0,4.0,0,2.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0
1.0,8,7,37.74601789597368,-122.42979516408806,1,0,6.0,2.0,3.0,4.0,0,3.0,3.0,100.0,9.0,10.0,9.0,9.0,10.0,9.0,350.0
1.0,4,1,37.76384442206727,-122.42479544542836,0,1,2.0,1.0,1.0,1.0,0,4.0,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0
1.0,4,1,37.75112586456496,-122.42306469440855,0,0,4.0,1.0,2.0,3.0,0,2.0,86.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
36.0,6,5,37.78728161541749,-122.41147298756479,0,0,4.0,1.0,0.0,2.0,0,1.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
36.0,6,5,37.7890148313947,-122.40928646372078,0,0,4.0,1.0,0.0,2.0,0,1.0,32.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
2.0,29,17,37.75703195056758,-122.48939378092241,3,0,2.0,1.0,0.0,1.0,2,1.0,148.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,90.0
1.0,22,2,37.745707464500065,-122.45691474536119,1,0,8.0,1.0,3.0,6.0,0,2.0,3.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,600.0
2.0,18,10,37.78508570575096,-122.4707728244528,0,0,2.0,1.0,2.0,1.0,0,30.0,20.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
1.0,15,12,37.77280583526456,-122.40449925736056,12,0,6.0,2.0,2.0,3.0,0,1.0,120.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,499.0
1.0,19,22,37.725109867777576,-122.40716363158651,3,0,3.0,1.0,1.0,1.0,0,2.0,124.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,137.0
1.0,18,10,37.77994325078395,-122.47552619702371,1,0,5.0,1.0,3.0,3.0,0,2.0,91.0,90.0,9.0,10.0,10.0,10.0,10.0,9.0,235.0
1.0,5,4,37.76405500167039,-122.3951816523678,6,0,2.0,1.0,0.0,1.0,0,2.0,36.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0
1.0,7,6,37.76287580557013,-122.44186369503996,0,1,2.0,1.0,1.0,1.0,0,30.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2.0,22,13,37.7294458945424,-122.45347604524441,1,0,10.0,3.0,4.0,5.0,0,4.0,4.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,700.0
3.0,18,10,37.774812405853964,-122.45646241340395,1,0,7.0,1.5,4.0,4.0,0,31.0,46.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,299.0
36.0,6,5,37.777613495337015,-122.42182781064234,0,0,4.0,2.0,2.0,2.0,0,1.0,15.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
1.0,7,6,37.765514063987844,-122.44031728860763,0,0,4.0,1.0,1.0,1.0,0,30.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
32.0,4,1,37.75448795244088,-122.42287698778831,0,0,3.0,1.0,3.0,3.0,0,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
1.0,7,6,37.76345267058917,-122.42996049847721,0,1,2.0,1.5,1.0,1.0,0,1.0,70.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,62.0
1.0,10,9,37.79848834091897,-122.4069896599793,0,1,2.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,92.0
2.0,0,0,37.76994543982086,-122.43226373039455,0,1,2.0,1.0,1.0,1.0,0,1.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
2.0,12,11,37.79608761773191,-122.41723929335902,0,0,4.0,2.0,2.0,2.0,0,2.0,1.0,80.0,8.0,10.0,10.0,10.0,10.0,8.0,300.0
2.0,19,22,37.72296021233358,-122.4184989305607,1,1,1.0,1.0,1.0,1.0,0,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
1.0,26,18,37.80207602322333,-122.43801103836508,6,0,6.0,1.0,2.0,2.0,0,30.0,65.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,297.0
1.0,29,17,37.75211734218896,-122.49756820174993,1,0,2.0,1.0,0.0,1.0,0,2.0,32.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,120.0
1.0,27,21,37.74376901490615,-122.49196795530943,0,1,2.0,1.5,1.0,1.0,0,30.0,30.0,95.0,10.0,9.0,10.0,10.0,9.0,10.0,66.0
1.0,3,7,37.73100211473316,-122.44247696110172,1,0,4.0,2.0,2.0,2.0,0,30.0,17.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,235.0
1.0,18,10,37.776249631177976,-122.46464266074024,1,0,10.0,2.0,4.0,7.0,0,3.0,5.0,88.0,9.0,9.0,10.0,10.0,8.0,9.0,795.0
2.0,7,6,37.76302826305059,-122.44185941266707,1,0,2.0,1.0,1.0,1.0,0,2.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,525.0
1.0,17,11,37.80617555334384,-122.42379067679308,0,0,6.0,2.0,2.0,3.0,0,4.0,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,925.0
1.0,4,1,37.753218074309785,-122.41386406258495,0,0,2.0,1.0,1.0,1.0,0,3.0,65.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
1.0,4,1,37.76082631245302,-122.42010347472807,0,0,4.0,1.5,2.0,2.0,0,3.0,14.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,250.0
3.0,3,13,37.72123030762896,-122.44372664645329,1,1,2.0,1.0,1.0,2.0,1,2.0,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0
1.0,29,17,37.75370217384451,-122.48253790583851,1,1,3.0,1.0,1.0,3.0,0,2.0,52.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0
1.0,19,22,37.72433634312142,-122.42149313961329,1,1,2.0,1.0,1.0,1.0,0,2.0,101.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
1.0,8,6,37.75388119136906,-122.43228711815621,5,0,2.0,1.0,1.0,1.0,0,3.0,50.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,230.0
3.0,31,26,37.70836422175071,-122.46166869989872,2,0,6.0,2.0,2.0,3.0,0,2.0,5.0,92.0,10.0,10.0,10.0,10.0,8.0,10.0,299.0
3.0,3,13,37.71993700341653,-122.44415608466262,1,1,2.0,1.0,1.0,1.0,0,2.0,47.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,63.0
116.0,6,11,37.788588028635616,-122.4137892901313,18,1,4.0,1.0,1.0,2.0,0,2.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,256.0
2.0,0,3,37.78432794045273,-122.4455933858775,6,0,3.0,1.0,1.0,2.0,0,2.0,29.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,200.0
1.0,8,6,37.75634779093844,-122.42669324545643,0,0,4.0,1.0,0.0,2.0,0,3.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0
1.0,7,1,37.760366985329966,-122.4261986902633,0,1,2.0,1.0,1.0,1.0,0,2.0,63.0,93.0,9.0,10.0,9.0,10.0,10.0,9.0,93.0
1.0,10,9,37.802199198649504,-122.41268449518759,0,0,2.0,1.0,1.0,1.0,0,2.0,36.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
3.0,29,17,37.75208502448604,-122.484447005413,1,1,3.0,2.0,1.0,1.0,0,1.0,142.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
1.0,5,4,37.762487971768735,-122.4011454400192,3,1,6.0,1.0,1.0,3.0,0,1.0,145.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
1.0,8,6,37.75103615776168,-122.43912191489143,1,0,4.0,1.5,2.0,2.0,0,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
1.0,29,17,37.75384845223316,-122.49286729226141,3,0,4.0,1.0,1.0,2.0,0,1.0,100.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,118.0
1.0,3,2,37.73309587733471,-122.45106336141899,1,0,3.0,1.0,2.0,2.0,0,3.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
1.0,1,1,37.736535176512696,-122.41581595078756,1,1,2.0,1.0,1.0,1.0,0,2.0,57.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
116.0,6,11,37.78808065331216,-122.41231948331472,18,1,4.0,1.0,1.0,2.0,0,2.0,7.0,94.0,9.0,9.0,10.0,9.0,9.0,9.0,256.0
1.0,4,1,37.75806251788606,-122.40793524074542,11,0,2.0,1.0,1.0,1.0,0,3.0,24.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
